Title,Employer Name,Experience,Salary,Location,Posted Value,Posted Unit,Skills list
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,5,days,"['JavaScript HTML', 'CSS', 'RestAPIs', 'Angular framework']"
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,4,days,"['Angular Python', 'Java', 'Go', 'SQL', 'MySQL', 'PostgreSQL', 'NoSQL', 'MongoDB', 'Firebase', 'RESTful APIs', 'Data Structures', 'Algorithms', 'AWS', 'Git', 'GitHub', 'React', 'Vue', 'Nodejs', 'GraphQL', 'GitHub Copilot', 'ChatGPT', 'EC2', 'S3', 'RDS']"
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,7,days,"['Software Engineering Advanced Analytics', 'Vendor Management', 'Innovation', 'Budget Planning', 'Resource Allocation', 'Technical Leadership', 'Product Architecture', 'Solutioning', 'Financial Management', 'Communication Skills', 'Team Management', 'Datadriven Insights', 'Technology Strategy', 'Engineering Best Practices', 'Technical Innovation']"
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,4,days,"['Java Python', 'Angular', 'Agile methodologies', 'software development', 'Jira', 'Asana', 'MS Project', 'DevOps', 'Nodejs', 'Reactjs', 'cloud architecture', 'CICD practices']"
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,3,weeks,['Good communication skills Passion for software technologies']
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,6,days,"['Release Engineering Architectural Design', 'Team Management', 'Product Design', 'Hiring', 'Agile Environment', 'Communication', 'Collaboration', 'Analytical Skills', 'Platform Experience', 'Containers', 'Container Orchestration', 'Deploy Automation', 'Decisionmaking']"
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,1,week,"['HTML CSS', 'JavaScript', 'React', 'responsive design']"
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,7,days,"['SQL C', 'NET', 'TAS', 'CICD', 'REST APIs', 'Web Forms', 'NET Framework', 'NET Core', 'AngularReactjs', 'WebForms']"
Software Engineering Manager,Amdocs,13 to 17 Yrs,,Haryana,4,days,"['Machine Learning Azure', 'AWS', 'Java', 'microservices', 'people management', 'communication skills', 'Data Governance', 'NLP', 'GenAI', 'Databricks', 'PySpark', 'LLMs', 'Prompt Engineering', 'RAG', 'cloudnative architecture', 'data pipelines', 'analytical thinking', 'LangChain', 'HuggingFace Transformers', 'Vector Databases', 'MLOps', 'CICD', 'speech models', 'multimodal AI']"
Software Engineering (Frontend) Intern,Futures First,0 to 4 Yrs,,Jaipur,2,weeks,"['JavaScript HTML', 'CSS', 'Git', 'GitHub', 'performance optimization', 'Nx', 'REST', 'SSE', 'ES6', 'React', 'Nextjs', 'TypeScript', 'Jest', 'React Testing Library', 'microfrontends', 'monorepos', 'Turborepo', 'CICD']"
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,8 to 12 Yrs,,Hyderabad,5,days,"['software development data structures', 'algorithms', 'design patterns', 'system architecture', 'agile methodologies', 'analytical skills', 'communication skills', 'problemsolving']"
Full Stack Developer Lead I - Software Engineering,UST,3 to 7 Yrs,,Karnataka,1,week,"['RD Software Engineering', 'Full Stack']"
Software Engineering Intern,Prameya Consulting,0 to 4 Yrs,,Gujarat,2,months,"['algorithms routing', 'computer vision', 'machine learning', 'object detection', 'tracking', 'OpenCV', 'machine learning', 'NLP', 'Python', 'JavaScript', 'data structures', 'adaptive pedestrian routing algorithms', 'visionbased analytics', 'machine learning models', 'geospatial APIs', 'visualization libraries', 'graph traversal', 'route scoring strategies', 'computer vision pipelines', 'mobile app development', 'map libraries', 'routing APIs', 'GeoJSON', 'collaborative teamwork']"
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,10 to 14 Yrs,,Maharashtra,2,weeks,"['software engineering data architecture', 'product management', 'AWS', 'Python', 'Java', 'Snowflake', 'Airflow', 'databases', 'analytics', 'applications', 'technical processes', 'Databricks']"
Software Engineering Operations Leader,Eaton,18 to 22 Yrs,,Maharashtra,1,week,"['Agile methodologies DevOps', 'EndtoEnd Testing', 'Software Program Management', 'Cybersecurity', 'Software Engineering Excellence', 'CICD']"
Software Engineering Analyst,Infinite NXT and Technologies,7 to 12 Yrs,60  - 90 LPA,Australia,1,month,"['sales retention software testing', 'software sales', 'software services', 'manual test execution', 'keyword advertising']"
Senior Specialist - Software Engineering,LTIMindtree Limited,6 to 8 Yrs,,Chennai,1,week,['MERN']
Specialist - Software Engineering,LTIMindtree Limited,5 to 7 Yrs,,Hyderabad,1,day,['Marketo']
Software Engineering Manager,Ford Motor Company,10 to 14 Yrs,,Chennai,4,days,"['Java Spring', 'Microservices', 'Angular', 'Google Cloud Platform', 'eXtreme Programming', 'OpenShift CAAS', 'Lean methodology', 'API economy', 'SRE principles']"
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,12 to 16 Yrs,,Karnataka,4,days,"['Java Python', 'JavaScript', 'Swift', 'Android', 'iOS', 'DevOps', 'Web 20', 'OTT', 'SRE', 'CICD']"
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,5,days,"['JavaScript HTML', 'CSS', 'RestAPIs', 'Angular framework']"
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,4,days,"['Angular Python', 'Java', 'Go', 'SQL', 'MySQL', 'PostgreSQL', 'NoSQL', 'MongoDB', 'Firebase', 'RESTful APIs', 'Data Structures', 'Algorithms', 'AWS', 'Git', 'GitHub', 'React', 'Vue', 'Nodejs', 'GraphQL', 'GitHub Copilot', 'ChatGPT', 'EC2', 'S3', 'RDS']"
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,7,days,"['Software Engineering Advanced Analytics', 'Vendor Management', 'Innovation', 'Budget Planning', 'Resource Allocation', 'Technical Leadership', 'Product Architecture', 'Solutioning', 'Financial Management', 'Communication Skills', 'Team Management', 'Datadriven Insights', 'Technology Strategy', 'Engineering Best Practices', 'Technical Innovation']"
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,4,days,"['Java Python', 'Angular', 'Agile methodologies', 'software development', 'Jira', 'Asana', 'MS Project', 'DevOps', 'Nodejs', 'Reactjs', 'cloud architecture', 'CICD practices']"
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,3,weeks,['Good communication skills Passion for software technologies']
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,6,days,"['Release Engineering Architectural Design', 'Team Management', 'Product Design', 'Hiring', 'Agile Environment', 'Communication', 'Collaboration', 'Analytical Skills', 'Platform Experience', 'Containers', 'Container Orchestration', 'Deploy Automation', 'Decisionmaking']"
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,1,week,"['HTML CSS', 'JavaScript', 'React', 'responsive design']"
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,7,days,"['SQL C', 'NET', 'TAS', 'CICD', 'REST APIs', 'Web Forms', 'NET Framework', 'NET Core', 'AngularReactjs', 'WebForms']"
Software Engineering Manager,Amdocs,13 to 17 Yrs,,Haryana,4,days,"['Machine Learning Azure', 'AWS', 'Java', 'microservices', 'people management', 'communication skills', 'Data Governance', 'NLP', 'GenAI', 'Databricks', 'PySpark', 'LLMs', 'Prompt Engineering', 'RAG', 'cloudnative architecture', 'data pipelines', 'analytical thinking', 'LangChain', 'HuggingFace Transformers', 'Vector Databases', 'MLOps', 'CICD', 'speech models', 'multimodal AI']"
Software Engineering (Frontend) Intern,Futures First,0 to 4 Yrs,,Jaipur,2,weeks,"['JavaScript HTML', 'CSS', 'Git', 'GitHub', 'performance optimization', 'Nx', 'REST', 'SSE', 'ES6', 'React', 'Nextjs', 'TypeScript', 'Jest', 'React Testing Library', 'microfrontends', 'monorepos', 'Turborepo', 'CICD']"
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,8 to 12 Yrs,,Hyderabad,5,days,"['software development data structures', 'algorithms', 'design patterns', 'system architecture', 'agile methodologies', 'analytical skills', 'communication skills', 'problemsolving']"
Full Stack Developer Lead I - Software Engineering,UST,3 to 7 Yrs,,Karnataka,1,week,"['RD Software Engineering', 'Full Stack']"
Software Engineering Intern,Prameya Consulting,0 to 4 Yrs,,Gujarat,2,months,"['algorithms routing', 'computer vision', 'machine learning', 'object detection', 'tracking', 'OpenCV', 'machine learning', 'NLP', 'Python', 'JavaScript', 'data structures', 'adaptive pedestrian routing algorithms', 'visionbased analytics', 'machine learning models', 'geospatial APIs', 'visualization libraries', 'graph traversal', 'route scoring strategies', 'computer vision pipelines', 'mobile app development', 'map libraries', 'routing APIs', 'GeoJSON', 'collaborative teamwork']"
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,10 to 14 Yrs,,Maharashtra,2,weeks,"['software engineering data architecture', 'product management', 'AWS', 'Python', 'Java', 'Snowflake', 'Airflow', 'databases', 'analytics', 'applications', 'technical processes', 'Databricks']"
Software Engineering Operations Leader,Eaton,18 to 22 Yrs,,Maharashtra,1,week,"['Agile methodologies DevOps', 'EndtoEnd Testing', 'Software Program Management', 'Cybersecurity', 'Software Engineering Excellence', 'CICD']"
Software Engineering Analyst,Infinite NXT and Technologies,7 to 12 Yrs,60  - 90 LPA,Australia,1,month,"['sales retention software testing', 'software sales', 'software services', 'manual test execution', 'keyword advertising']"
Senior Specialist - Software Engineering,LTIMindtree Limited,6 to 8 Yrs,,Chennai,1,week,['MERN']
Specialist - Software Engineering,LTIMindtree Limited,5 to 7 Yrs,,Hyderabad,1,day,['Marketo']
Software Engineering Manager,Ford Motor Company,10 to 14 Yrs,,Chennai,4,days,"['Java Spring', 'Microservices', 'Angular', 'Google Cloud Platform', 'eXtreme Programming', 'OpenShift CAAS', 'Lean methodology', 'API economy', 'SRE principles']"
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,12 to 16 Yrs,,Karnataka,4,days,"['Java Python', 'JavaScript', 'Swift', 'Android', 'iOS', 'DevOps', 'Web 20', 'OTT', 'SRE', 'CICD']"
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,5,days,"['JavaScript HTML', 'CSS', 'RestAPIs', 'Angular framework']"
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,4,days,"['Angular Python', 'Java', 'Go', 'SQL', 'MySQL', 'PostgreSQL', 'NoSQL', 'MongoDB', 'Firebase', 'RESTful APIs', 'Data Structures', 'Algorithms', 'AWS', 'Git', 'GitHub', 'React', 'Vue', 'Nodejs', 'GraphQL', 'GitHub Copilot', 'ChatGPT', 'EC2', 'S3', 'RDS']"
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,7,days,"['Software Engineering Advanced Analytics', 'Vendor Management', 'Innovation', 'Budget Planning', 'Resource Allocation', 'Technical Leadership', 'Product Architecture', 'Solutioning', 'Financial Management', 'Communication Skills', 'Team Management', 'Datadriven Insights', 'Technology Strategy', 'Engineering Best Practices', 'Technical Innovation']"
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,4,days,"['Java Python', 'Angular', 'Agile methodologies', 'software development', 'Jira', 'Asana', 'MS Project', 'DevOps', 'Nodejs', 'Reactjs', 'cloud architecture', 'CICD practices']"
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,3,weeks,['Good communication skills Passion for software technologies']
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,6,days,"['Release Engineering Architectural Design', 'Team Management', 'Product Design', 'Hiring', 'Agile Environment', 'Communication', 'Collaboration', 'Analytical Skills', 'Platform Experience', 'Containers', 'Container Orchestration', 'Deploy Automation', 'Decisionmaking']"
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,1,week,"['HTML CSS', 'JavaScript', 'React', 'responsive design']"
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,7,days,"['SQL C', 'NET', 'TAS', 'CICD', 'REST APIs', 'Web Forms', 'NET Framework', 'NET Core', 'AngularReactjs', 'WebForms']"
Software Engineering Manager,Amdocs,13 to 17 Yrs,,Haryana,4,days,"['Machine Learning Azure', 'AWS', 'Java', 'microservices', 'people management', 'communication skills', 'Data Governance', 'NLP', 'GenAI', 'Databricks', 'PySpark', 'LLMs', 'Prompt Engineering', 'RAG', 'cloudnative architecture', 'data pipelines', 'analytical thinking', 'LangChain', 'HuggingFace Transformers', 'Vector Databases', 'MLOps', 'CICD', 'speech models', 'multimodal AI']"
Software Engineering (Frontend) Intern,Futures First,0 to 4 Yrs,,Jaipur,2,weeks,"['JavaScript HTML', 'CSS', 'Git', 'GitHub', 'performance optimization', 'Nx', 'REST', 'SSE', 'ES6', 'React', 'Nextjs', 'TypeScript', 'Jest', 'React Testing Library', 'microfrontends', 'monorepos', 'Turborepo', 'CICD']"
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,8 to 12 Yrs,,Hyderabad,5,days,"['software development data structures', 'algorithms', 'design patterns', 'system architecture', 'agile methodologies', 'analytical skills', 'communication skills', 'problemsolving']"
Full Stack Developer Lead I - Software Engineering,UST,3 to 7 Yrs,,Karnataka,1,week,"['RD Software Engineering', 'Full Stack']"
Software Engineering Intern,Prameya Consulting,0 to 4 Yrs,,Gujarat,2,months,"['algorithms routing', 'computer vision', 'machine learning', 'object detection', 'tracking', 'OpenCV', 'machine learning', 'NLP', 'Python', 'JavaScript', 'data structures', 'adaptive pedestrian routing algorithms', 'visionbased analytics', 'machine learning models', 'geospatial APIs', 'visualization libraries', 'graph traversal', 'route scoring strategies', 'computer vision pipelines', 'mobile app development', 'map libraries', 'routing APIs', 'GeoJSON', 'collaborative teamwork']"
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,10 to 14 Yrs,,Maharashtra,2,weeks,"['software engineering data architecture', 'product management', 'AWS', 'Python', 'Java', 'Snowflake', 'Airflow', 'databases', 'analytics', 'applications', 'technical processes', 'Databricks']"
Software Engineering Operations Leader,Eaton,18 to 22 Yrs,,Maharashtra,1,week,"['Agile methodologies DevOps', 'EndtoEnd Testing', 'Software Program Management', 'Cybersecurity', 'Software Engineering Excellence', 'CICD']"
Software Engineering Analyst,Infinite NXT and Technologies,7 to 12 Yrs,60  - 90 LPA,Australia,1,month,"['sales retention software testing', 'software sales', 'software services', 'manual test execution', 'keyword advertising']"
Senior Specialist - Software Engineering,LTIMindtree Limited,6 to 8 Yrs,,Chennai,1,week,['MERN']
Specialist - Software Engineering,LTIMindtree Limited,5 to 7 Yrs,,Hyderabad,1,day,['Marketo']
Software Engineering Manager,Ford Motor Company,10 to 14 Yrs,,Chennai,4,days,"['Java Spring', 'Microservices', 'Angular', 'Google Cloud Platform', 'eXtreme Programming', 'OpenShift CAAS', 'Lean methodology', 'API economy', 'SRE principles']"
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,12 to 16 Yrs,,Karnataka,4,days,"['Java Python', 'JavaScript', 'Swift', 'Android', 'iOS', 'DevOps', 'Web 20', 'OTT', 'SRE', 'CICD']"
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,5,days,"['JavaScript HTML', 'CSS', 'RestAPIs', 'Angular framework']"
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,4,days,"['Angular Python', 'Java', 'Go', 'SQL', 'MySQL', 'PostgreSQL', 'NoSQL', 'MongoDB', 'Firebase', 'RESTful APIs', 'Data Structures', 'Algorithms', 'AWS', 'Git', 'GitHub', 'React', 'Vue', 'Nodejs', 'GraphQL', 'GitHub Copilot', 'ChatGPT', 'EC2', 'S3', 'RDS']"
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,7,days,"['Software Engineering Advanced Analytics', 'Vendor Management', 'Innovation', 'Budget Planning', 'Resource Allocation', 'Technical Leadership', 'Product Architecture', 'Solutioning', 'Financial Management', 'Communication Skills', 'Team Management', 'Datadriven Insights', 'Technology Strategy', 'Engineering Best Practices', 'Technical Innovation']"
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,4,days,"['Java Python', 'Angular', 'Agile methodologies', 'software development', 'Jira', 'Asana', 'MS Project', 'DevOps', 'Nodejs', 'Reactjs', 'cloud architecture', 'CICD practices']"
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,3,weeks,['Good communication skills Passion for software technologies']
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,6,days,"['Release Engineering Architectural Design', 'Team Management', 'Product Design', 'Hiring', 'Agile Environment', 'Communication', 'Collaboration', 'Analytical Skills', 'Platform Experience', 'Containers', 'Container Orchestration', 'Deploy Automation', 'Decisionmaking']"
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,1,week,"['HTML CSS', 'JavaScript', 'React', 'responsive design']"
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,7,days,"['SQL C', 'NET', 'TAS', 'CICD', 'REST APIs', 'Web Forms', 'NET Framework', 'NET Core', 'AngularReactjs', 'WebForms']"
Software Engineering Manager,Amdocs,13 to 17 Yrs,,Haryana,4,days,"['Machine Learning Azure', 'AWS', 'Java', 'microservices', 'people management', 'communication skills', 'Data Governance', 'NLP', 'GenAI', 'Databricks', 'PySpark', 'LLMs', 'Prompt Engineering', 'RAG', 'cloudnative architecture', 'data pipelines', 'analytical thinking', 'LangChain', 'HuggingFace Transformers', 'Vector Databases', 'MLOps', 'CICD', 'speech models', 'multimodal AI']"
Software Engineering (Frontend) Intern,Futures First,0 to 4 Yrs,,Jaipur,2,weeks,"['JavaScript HTML', 'CSS', 'Git', 'GitHub', 'performance optimization', 'Nx', 'REST', 'SSE', 'ES6', 'React', 'Nextjs', 'TypeScript', 'Jest', 'React Testing Library', 'microfrontends', 'monorepos', 'Turborepo', 'CICD']"
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,8 to 12 Yrs,,Hyderabad,5,days,"['software development data structures', 'algorithms', 'design patterns', 'system architecture', 'agile methodologies', 'analytical skills', 'communication skills', 'problemsolving']"
Full Stack Developer Lead I - Software Engineering,UST,3 to 7 Yrs,,Karnataka,1,week,"['RD Software Engineering', 'Full Stack']"
Software Engineering Intern,Prameya Consulting,0 to 4 Yrs,,Gujarat,2,months,"['algorithms routing', 'computer vision', 'machine learning', 'object detection', 'tracking', 'OpenCV', 'machine learning', 'NLP', 'Python', 'JavaScript', 'data structures', 'adaptive pedestrian routing algorithms', 'visionbased analytics', 'machine learning models', 'geospatial APIs', 'visualization libraries', 'graph traversal', 'route scoring strategies', 'computer vision pipelines', 'mobile app development', 'map libraries', 'routing APIs', 'GeoJSON', 'collaborative teamwork']"
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,10 to 14 Yrs,,Maharashtra,2,weeks,"['software engineering data architecture', 'product management', 'AWS', 'Python', 'Java', 'Snowflake', 'Airflow', 'databases', 'analytics', 'applications', 'technical processes', 'Databricks']"
Software Engineering Operations Leader,Eaton,18 to 22 Yrs,,Maharashtra,1,week,"['Agile methodologies DevOps', 'EndtoEnd Testing', 'Software Program Management', 'Cybersecurity', 'Software Engineering Excellence', 'CICD']"
Software Engineering Analyst,Infinite NXT and Technologies,7 to 12 Yrs,60  - 90 LPA,Australia,1,month,"['sales retention software testing', 'software sales', 'software services', 'manual test execution', 'keyword advertising']"
Senior Specialist - Software Engineering,LTIMindtree Limited,6 to 8 Yrs,,Chennai,1,week,['MERN']
Specialist - Software Engineering,LTIMindtree Limited,5 to 7 Yrs,,Hyderabad,1,day,['Marketo']
Software Engineering Manager,Ford Motor Company,10 to 14 Yrs,,Chennai,4,days,"['Java Spring', 'Microservices', 'Angular', 'Google Cloud Platform', 'eXtreme Programming', 'OpenShift CAAS', 'Lean methodology', 'API economy', 'SRE principles']"
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,12 to 16 Yrs,,Karnataka,4,days,"['Java Python', 'JavaScript', 'Swift', 'Android', 'iOS', 'DevOps', 'Web 20', 'OTT', 'SRE', 'CICD']"
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,5,days,"['JavaScript HTML', 'CSS', 'RestAPIs', 'Angular framework']"
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,4,days,"['Angular Python', 'Java', 'Go', 'SQL', 'MySQL', 'PostgreSQL', 'NoSQL', 'MongoDB', 'Firebase', 'RESTful APIs', 'Data Structures', 'Algorithms', 'AWS', 'Git', 'GitHub', 'React', 'Vue', 'Nodejs', 'GraphQL', 'GitHub Copilot', 'ChatGPT', 'EC2', 'S3', 'RDS']"
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,7,days,"['Software Engineering Advanced Analytics', 'Vendor Management', 'Innovation', 'Budget Planning', 'Resource Allocation', 'Technical Leadership', 'Product Architecture', 'Solutioning', 'Financial Management', 'Communication Skills', 'Team Management', 'Datadriven Insights', 'Technology Strategy', 'Engineering Best Practices', 'Technical Innovation']"
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,4,days,"['Java Python', 'Angular', 'Agile methodologies', 'software development', 'Jira', 'Asana', 'MS Project', 'DevOps', 'Nodejs', 'Reactjs', 'cloud architecture', 'CICD practices']"
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,3,weeks,['Good communication skills Passion for software technologies']
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,6,days,"['Release Engineering Architectural Design', 'Team Management', 'Product Design', 'Hiring', 'Agile Environment', 'Communication', 'Collaboration', 'Analytical Skills', 'Platform Experience', 'Containers', 'Container Orchestration', 'Deploy Automation', 'Decisionmaking']"
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,1,week,"['HTML CSS', 'JavaScript', 'React', 'responsive design']"
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,7,days,"['SQL C', 'NET', 'TAS', 'CICD', 'REST APIs', 'Web Forms', 'NET Framework', 'NET Core', 'AngularReactjs', 'WebForms']"
Software Engineering Manager,Amdocs,13 to 17 Yrs,,Haryana,4,days,"['Machine Learning Azure', 'AWS', 'Java', 'microservices', 'people management', 'communication skills', 'Data Governance', 'NLP', 'GenAI', 'Databricks', 'PySpark', 'LLMs', 'Prompt Engineering', 'RAG', 'cloudnative architecture', 'data pipelines', 'analytical thinking', 'LangChain', 'HuggingFace Transformers', 'Vector Databases', 'MLOps', 'CICD', 'speech models', 'multimodal AI']"
Software Engineering (Frontend) Intern,Futures First,0 to 4 Yrs,,Jaipur,2,weeks,"['JavaScript HTML', 'CSS', 'Git', 'GitHub', 'performance optimization', 'Nx', 'REST', 'SSE', 'ES6', 'React', 'Nextjs', 'TypeScript', 'Jest', 'React Testing Library', 'microfrontends', 'monorepos', 'Turborepo', 'CICD']"
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,8 to 12 Yrs,,Hyderabad,5,days,"['software development data structures', 'algorithms', 'design patterns', 'system architecture', 'agile methodologies', 'analytical skills', 'communication skills', 'problemsolving']"
Full Stack Developer Lead I - Software Engineering,UST,3 to 7 Yrs,,Karnataka,1,week,"['RD Software Engineering', 'Full Stack']"
Software Engineering Intern,Prameya Consulting,0 to 4 Yrs,,Gujarat,2,months,"['algorithms routing', 'computer vision', 'machine learning', 'object detection', 'tracking', 'OpenCV', 'machine learning', 'NLP', 'Python', 'JavaScript', 'data structures', 'adaptive pedestrian routing algorithms', 'visionbased analytics', 'machine learning models', 'geospatial APIs', 'visualization libraries', 'graph traversal', 'route scoring strategies', 'computer vision pipelines', 'mobile app development', 'map libraries', 'routing APIs', 'GeoJSON', 'collaborative teamwork']"
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,10 to 14 Yrs,,Maharashtra,2,weeks,"['software engineering data architecture', 'product management', 'AWS', 'Python', 'Java', 'Snowflake', 'Airflow', 'databases', 'analytics', 'applications', 'technical processes', 'Databricks']"
Software Engineering Operations Leader,Eaton,18 to 22 Yrs,,Maharashtra,1,week,"['Agile methodologies DevOps', 'EndtoEnd Testing', 'Software Program Management', 'Cybersecurity', 'Software Engineering Excellence', 'CICD']"
Software Engineering Analyst,Infinite NXT and Technologies,7 to 12 Yrs,60  - 90 LPA,Australia,1,month,"['sales retention software testing', 'software sales', 'software services', 'manual test execution', 'keyword advertising']"
Senior Specialist - Software Engineering,LTIMindtree Limited,6 to 8 Yrs,,Chennai,1,week,['MERN']
Specialist - Software Engineering,LTIMindtree Limited,5 to 7 Yrs,,Hyderabad,1,day,['Marketo']
Software Engineering Manager,Ford Motor Company,10 to 14 Yrs,,Chennai,4,days,"['Java Spring', 'Microservices', 'Angular', 'Google Cloud Platform', 'eXtreme Programming', 'OpenShift CAAS', 'Lean methodology', 'API economy', 'SRE principles']"
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,12 to 16 Yrs,,Karnataka,4,days,"['Java Python', 'JavaScript', 'Swift', 'Android', 'iOS', 'DevOps', 'Web 20', 'OTT', 'SRE', 'CICD']"
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,5,days,"['JavaScript HTML', 'CSS', 'RestAPIs', 'Angular framework']"
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,4,days,"['Angular Python', 'Java', 'Go', 'SQL', 'MySQL', 'PostgreSQL', 'NoSQL', 'MongoDB', 'Firebase', 'RESTful APIs', 'Data Structures', 'Algorithms', 'AWS', 'Git', 'GitHub', 'React', 'Vue', 'Nodejs', 'GraphQL', 'GitHub Copilot', 'ChatGPT', 'EC2', 'S3', 'RDS']"
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,7,days,"['Software Engineering Advanced Analytics', 'Vendor Management', 'Innovation', 'Budget Planning', 'Resource Allocation', 'Technical Leadership', 'Product Architecture', 'Solutioning', 'Financial Management', 'Communication Skills', 'Team Management', 'Datadriven Insights', 'Technology Strategy', 'Engineering Best Practices', 'Technical Innovation']"
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,4,days,"['Java Python', 'Angular', 'Agile methodologies', 'software development', 'Jira', 'Asana', 'MS Project', 'DevOps', 'Nodejs', 'Reactjs', 'cloud architecture', 'CICD practices']"
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,3,weeks,['Good communication skills Passion for software technologies']
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,6,days,"['Release Engineering Architectural Design', 'Team Management', 'Product Design', 'Hiring', 'Agile Environment', 'Communication', 'Collaboration', 'Analytical Skills', 'Platform Experience', 'Containers', 'Container Orchestration', 'Deploy Automation', 'Decisionmaking']"
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,1,week,"['HTML CSS', 'JavaScript', 'React', 'responsive design']"
